location_id,location_name,province,city
101280101,广州,广东省,广州市
101280102,番禺,广东省,广州市
101280103,从化,广东省,广州市
101280104,增城,广东省,广州市
101280105,花都,广东省,广州市
101280106,荔湾,广东省,广州市
101280107,越秀,广东省,广州市
101280108,海珠,广东省,广州市
101280109,天河,广东省,广州市
101280110,白云,广东省,广州市
101280111,黄埔,广东省,广州市
101280112,南沙,广东省,广州市
101280201,韶关,广东省,韶关市
101280202,乳源,广东省,韶关市
101280203,始兴,广东省,韶关市
101280204,翁源,广东省,韶关市
101280205,乐昌,广东省,韶关市
101280206,仁化,广东省,韶关市
101280207,南雄,广东省,韶关市
101280208,新丰,广东省,韶关市
101280209,曲江,广东省,韶关市
101280210,浈江,广东省,韶关市
101280211,武江,广东省,韶关市
101280301,惠州,广东省,惠州市
101280302,博罗,广东省,惠州市
101280303,惠阳,广东省,惠州市
101280304,惠东,广东省,惠州市
101280305,龙门,广东省,惠州市
101280306,惠城,广东省,惠州市
101280401,梅州,广东省,梅州市
101280402,兴宁,广东省,梅州市
101280403,蕉岭,广东省,梅州市
101280404,大埔,广东省,梅州市
101280405,梅江,广东省,梅州市
101280406,丰顺,广东省,梅州市
101280407,平远,广东省,梅州市
101280408,五华,广东省,梅州市
101280409,梅县,广东省,梅州市
101280501,汕头,广东省,汕头市
101280502,潮阳,广东省,汕头市
101280503,澄海,广东省,汕头市
101280504,南澳,广东省,汕头市
101280505,龙湖,广东省,汕头市
101280506,金平,广东省,汕头市
101280507,濠江,广东省,汕头市
101280508,潮南,广东省,汕头市
101280601,深圳,广东省,深圳市
101280602,罗湖,广东省,深圳市
101280603,福田,广东省,深圳市
101280604,南山,广东省,深圳市
101280605,宝安,广东省,深圳市
101280606,龙岗,广东省,深圳市
101280607,盐田,广东省,深圳市
101280608,龙华,广东省,深圳市
101280609,坪山,广东省,深圳市
101280610,光明,广东省,深圳市
101280701,珠海,广东省,珠海市
101280702,斗门,广东省,珠海市
101280703,金湾,广东省,珠海市
101280704,香洲,广东省,珠海市
101280800,佛山,广东省,佛山市
101280801,顺德,广东省,佛山市
101280802,三水,广东省,佛山市
101280803,南海,广东省,佛山市
101280804,高明,广东省,佛山市
101280805,禅城,广东省,佛山市
101280901,肇庆,广东省,肇庆市
101280902,广宁,广东省,肇庆市
101280903,四会,广东省,肇庆市
101280904,端州,广东省,肇庆市
101280905,德庆,广东省,肇庆市
101280906,怀集,广东省,肇庆市
101280907,封开,广东省,肇庆市
101280908,高要,广东省,肇庆市
101280909,鼎湖,广东省,肇庆市
101281001,湛江,广东省,湛江市
101281002,吴川,广东省,湛江市
101281003,雷州,广东省,湛江市
101281004,徐闻,广东省,湛江市
101281005,廉江,广东省,湛江市
101281006,赤坎,广东省,湛江市
101281007,遂溪,广东省,湛江市
101281008,坡头,广东省,湛江市
101281009,霞山,广东省,湛江市
101281010,麻章,广东省,湛江市
101281101,江门,广东省,江门市
101281103,开平,广东省,江门市
101281104,新会,广东省,江门市
101281105,恩平,广东省,江门市
101281106,台山,广东省,江门市
101281107,蓬江,广东省,江门市
101281108,鹤山,广东省,江门市
101281109,江海,广东省,江门市
101281201,河源,广东省,河源市
101281202,紫金,广东省,河源市
101281203,连平,广东省,河源市
101281204,和平,广东省,河源市
101281205,龙川,广东省,河源市
101281206,东源,广东省,河源市
101281207,源城,广东省,河源市
101281301,清远,广东省,清远市
101281302,连南,广东省,清远市
101281303,连州,广东省,清远市
101281304,连山,广东省,清远市
101281305,阳山,广东省,清远市
101281306,佛冈,广东省,清远市
101281307,英德,广东省,清远市
101281308,清新,广东省,清远市
101281309,清城,广东省,清远市
101281401,云浮,广东省,云浮市
101281402,罗定,广东省,云浮市
101281403,新兴,广东省,云浮市
101281404,郁南,广东省,云浮市
101281405,云城,广东省,云浮市
101281406,云安,广东省,云浮市
101281501,潮州,广东省,潮州市
101281502,饶平,广东省,潮州市
101281503,潮安,广东省,潮州市
101281504,湘桥,广东省,潮州市
101281601,东莞,广东省,东莞市
101281701,中山,广东省,中山市
101281801,阳江,广东省,阳江市
101281802,阳春,广东省,阳江市
101281803,阳东,广东省,阳江市
101281804,阳西,广东省,阳江市
101281805,江城,广东省,阳江市
101281901,揭阳,广东省,揭阳市
101281902,揭西,广东省,揭阳市
101281903,普宁,广东省,揭阳市
101281904,惠来,广东省,揭阳市
101281905,揭东,广东省,揭阳市
101281906,榕城,广东省,揭阳市
101282001,茂名,广东省,茂名市
101282002,高州,广东省,茂名市
101282003,化州,广东省,茂名市
101282004,电白,广东省,茂名市
101282005,信宜,广东省,茂名市
101282007,茂南,广东省,茂名市
101282101,汕尾,广东省,汕尾市
101282102,海丰,广东省,汕尾市
101282103,陆丰,广东省,汕尾市
101282104,陆河,广东省,汕尾市
101282105,城区,广东省,汕尾市
